"time_period","time_identifier","geographic_level","country_code","country_name","academic_year","YAG","qualification_level","sex","CAH2_code","CAH2_subject","CAH3_code","CAH3_subject","grads","grads_uk","unmatched_percent","overseas_percent","matched","activity_not_captured","no_sust_dest","sust_emp_only","sust_emp_with_or_without_fs","sust_emp_fs_or_both","fs_with_or_without_sust_emp","earnings_include","earnings_LQ","earnings_median","earnings_UQ"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","First-degree","Female","CAH11-01","Computing","CAH11-01-03","Information systems",385,380,"1.6","1.3","375","4.9","7.2","79.6","86","87.9","8.3","295","18700","24900","34000"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-01","Education",8260,8070,"6.8","2.3","7515","6.3","2.7","81.5","89.9","91","9.5","5855","21200","33900","42000"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Female","CAH25-01","Creative arts and design","CAH25-01-02","Art",2540,2450,"4.8","3.4","2335","12.6","8.5","74.3","78.1","78.9","4.6","1570","11000","18700","28200"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 8","Female","CAH19-01","English studies","CAH19-01-05","Creative writing",10,10,"c","c","10","c","c","c","c","c","c","10","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","Level 7","Female","CAH19-01","English studies","CAH19-01-05","Creative writing",310,300,"9.6","4.3","270","17.5","7.4","70.3","74.3","75.1","4.8","170","7300","17600","31500"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","First-degree","Female","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",3760,3685,"9.5","2.1","3335","5.4","2.3","78.5","91.3","92.3","13.8","2445","20800","30300","38000"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Female","CAH04-01","Psychology","CAH04-01-05","Others in psychology",630,620,"4","2.2","595","6.1","2.5","68.6","88.1","91.4","22.8","385","19000","27700","35800"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","Level 7","Male","CAH17-01","Business and management","CAH17-01-02","Business studies",2345,2160,"6.6","7.8","2020","14.2","4.8","76.6","80.1","81","4.4","1460","44300","74300","119000"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 7","Female","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",1395,1380,"0.7","0.9","1370","2.1","2.6","80.9","94.1","95.3","14.5","1095","28800","36900","41600"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","Level 7","Male","CAH17-01","Business and management","CAH17-01-02","Business studies",2875,2645,"7","7.9","2465","14.3","3.4","79","81.7","82.2","3.2","1820","34300","58800","96000"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",14485,14290,"2.4","1.3","13945","1.5","3.1","87.1","94.7","95.4","8.3","12030","21500","21900","25200"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Male","CAH02-06","Allied health","CAH02-06-05","Physiotherapy",100,95,"3.2","5","90","3.3","1.1","73.9","94.6","95.7","21.7","65","31400","39200","45600"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Male","CAH03-02","Sport and exercise sciences","CAH03-02-01","Sport and exercise sciences",310,285,"2.7","8","280","10.3","1.8","78.7","87.6","88","9.3","210","24800","36100","45300"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","Level 8","Male","CAH03-02","Sport and exercise sciences","CAH03-02-01","Sport and exercise sciences",40,35,"6.3","2.6","35","2.9","0","94.3","97.1","97.1","2.9","35","39400","47800","54400"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Male","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",5820,5600,"1.1","3.8","5535","6.3","3.1","82.6","89.9","90.6","8.1","4455","31000","35800","41200"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Male","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",305,290,"3.9","3.4","280","6.9","2","78.7","90","91.1","12.4","210","40000","46700","64200"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Male","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",740,720,"2.7","2.4","700","6.8","3.8","65.6","86.3","89.5","23.9","435","31000","44200","72600"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Female","CAH02-05","Medical sciences","CAH02-05-01","Medical technology",645,630,"2.2","2.2","620","6","2.1","80.2","90.9","91.9","11.7","490","29200","40900","49300"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","First-degree","Female","CAH19-01","English studies","CAH19-01-01","English studies (non-specific)",5235,5065,"1.2","3.3","5000","7.6","4.8","81.2","86.5","87.6","6.4","3910","22300","32800","44500"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","First-degree","Female","CAH22-01","Education and teaching","CAH22-01-01","Education",7680,7575,"2","1.4","7420","7.1","5.5","82.5","86.9","87.5","5","5885","15700","24500","34300"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","Level 7","Female","CAH17-01","Business and management","CAH17-01-05","Human resource management",2160,2110,"9","2.2","1920","8.2","3.6","84.6","87.7","88.2","3.6","1565","29900","45600","64200"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",14485,14090,"2.4","2.7","13755","5.5","3.1","83.9","90.6","91.5","7.6","11285","23700","32500","36900"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","Level 7","Male","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",5970,5655,"2.2","5.3","5530","8.3","2.9","83.3","88.2","88.8","5.5","4435","34300","40900","48200"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","First-degree","Male","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",310,310,"1","1","305","4.2","2","65.5","91.5","93.8","28.3","195","29600","37000","44700"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-01","Education",7215,7050,"2.9","2.3","6845","5.3","2.5","79.1","90.7","92.2","13.1","5210","25900","36100","43400"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","First-degree","Male","CAH20-01","History and archaeology","CAH20-01-02","History of art, architecture and design",140,135,"4","2.9","130","11.7","4.5","79.1","82.2","83.8","4.7","95","17500","31000","50700"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","First-degree","Female","CAH02-04","Nursing and midwifery","CAH02-04-07","Mental health nursing",1845,1825,"0.6","1","1815","3.4","4","78.7","92","92.7","14","1410","31800","39500","46800"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Male","CAH20-01","History and archaeology","CAH20-01-01","History",4095,3905,"2.5","4.6","3810","9.4","3.6","80.7","85.8","86.9","6.2","2950","24800","35800","52200"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","First-degree","Male","CAH17-01","Business and management","CAH17-01-08","Accounting",1760,1705,"2.8","3.2","1660","9.7","3.6","84.3","86.5","86.7","2.5","1335","26300","41200","59900"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","First-degree","Male","CAH17-01","Business and management","CAH17-01-07","Finance",740,705,"2.6","4.8","685","12.6","3.7","80.8","82.9","83.7","3","530","29900","48500","78800"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",17120,16510,"6.1","3.6","15500","8.3","3.6","83.9","87.7","88.1","4.2","12340","16400","27000","36500"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Female","CAH19-04","Languages and area studies","CAH19-04-09","Others in language and area studies",1065,990,"2.4","7.2","965","10","4.8","75.2","83.3","85.3","10","690","21500","27700","36100"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Female","CAH15-03","Politics","CAH15-03-01","Politics",800,740,"7.6","7.3","685","15.8","3.9","72.7","78.4","80.3","7.6","470","25900","42000","58400"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Male","CAH03-02","Sport and exercise sciences","CAH03-02-01","Sport and exercise sciences",3555,3410,"1.1","4","3375","6.7","2.6","84.7","90.2","90.7","5.9","2730","25200","33200","41600"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","First-degree","Female","CAH15-01","Sociology, social policy and anthropology","CAH15-01-01","Social sciences (non-specific)",800,775,"6.7","3","725","11.1","5.9","76.1","82.2","82.9","6.8","510","14200","23700","32800"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Female","CAH02-06","Allied health","CAH02-06-05","Physiotherapy",815,795,"0.9","2.5","785","3.1","5.1","84.6","90.8","91.9","7.3","655","23400","26300","28500"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","Level 8","Female","CAH10-01","Engineering","CAH10-01-09","Chemical, process and energy engineering",40,40,"3.8","7.1","40","7.9","3.9","85.5","88.2","88.2","2.6","30","36100","42900","48500"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Female","CAH26-01","Geography, earth and environmental studies","CAH26-01-04","Environmental sciences",215,200,"7.5","6.4","185","9.3","3.8","80.9","86.9","86.9","6","140","23700","34700","48500"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Female","CAH03-01","Biosciences","CAH03-01-10","Others in biosciences",875,855,"0.7","2","850","5.7","6.2","67.7","83.4","88.1","20.4","560","23000","28800","36100"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Female","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",2590,2550,"0.8","1.6","2530","4.5","4.4","69.6","86.8","91.1","21.5","1730","24100","31000","39800"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Female","CAH07-04","General, applied and forensic sciences","CAH07-04-01","Physical sciences (non-specific)",150,145,"1.1","4.4","145","7.2","5.1","67.3","81.4","87.7","20.4","90","21900","29900","43400"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","Level 7","Female","CAH15-04","Health and social care","CAH15-04-01","Social work",2860,2835,"1.5","0.8","2795","2.8","3.1","75.8","92.7","94.1","18.3","2090","26600","35400","42300"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","First-degree","Female","CAH25-01","Creative arts and design","CAH25-01-03","Design studies",8405,8270,"0.8","1.6","8210","4.8","13.1","72.5","78.5","82.1","9.6","5610","11000","16100","20100"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Female","CAH16-01","Law","CAH16-01-01","Law",3340,3245,"11.4","2.8","2875","10.9","4.6","80.7","84","84.5","3.8","2175","23000","37200","54000"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","Level 8","Female","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",75,75,"4.1","1.4","70","4.3","1.4","88.6","94.3","94.3","5.7","60","25200","38100","50400"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","Level 8","Female","CAH02-06","Allied health","CAH02-06-05","Physiotherapy",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","Level 8","Female","CAH02-06","Allied health","CAH02-06-06","Complementary and alternative medicine",0,0,"c","c","c","c","c","c","c","c","c","0","c","c","c"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","Level 7","Male","CAH10-03","Materials and technology","CAH10-03-06","Others in technology",315,295,"4.7","6","280","14.8","4.8","73.6","78.9","80.4","6.8","200","32100","55100","86900"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Female","CAH17-01","Business and management","CAH17-01-05","Human resource management",2390,2320,"7.9","2.8","2140","7","2.9","86.8","89.9","90.1","3.3","1785","28800","43100","61000"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","Level 7","Female","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",1735,1710,"1.9","1.7","1675","3","1.6","70.1","92.9","95.4","25.3","1150","33700","45000","54500"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","First-degree","Female","CAH04-01","Psychology","CAH04-01-01","Psychology (non-specific)",10660,10465,"0.5","1.8","10410","2.7","5.2","65.1","87.7","92","26.9","6655","20800","25200","29900"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Male","CAH11-01","Computing","CAH11-01-03","Information systems",1840,1785,"2.1","3","1750","8.6","4.7","83.7","86.2","86.7","3","1405","24100","35800","51500"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","Level 7","Male","CAH13-01","Architecture, building and planning","CAH13-01-02","Building",1040,1025,"1","1.6","1015","3.6","4.6","87.1","91.2","91.8","4.7","865","27400","35800","48900"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Female","CAH02-04","Nursing and midwifery","CAH02-04-02","Adult nursing",6360,6290,"1","1.1","6230","1.9","2.5","70.1","94.6","95.5","25.4","4315","21500","26600","31400"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Male","CAH02-06","Allied health","CAH02-06-06","Complementary and alternative medicine",100,100,"4.1","3","95","14.6","5.7","72.1","79.8","79.8","7.6","60","19400","45000","71600"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Male","CAH03-01","Biosciences","CAH03-01-10","Others in biosciences",65,65,"6.1","1.5","60","6.5","1.6","82.1","90.2","91.8","9.8","45","20900","35400","49300"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",13940,13430,"4.1","3.6","12880","8.7","3.3","83.7","87.4","88","4.3","10235","18600","29900","39400"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Female","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",5250,5085,"0.5","3.2","5055","2.7","3.2","88.7","93.5","94.1","5.4","4435","20100","25200","26300"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Male","CAH26-01","Geography, earth and environmental studies","CAH26-01-02","Physical geographical sciences",160,150,"1.3","6","145","11.2","3.4","81.3","84","85.4","4.1","110","27700","35400","44900"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Male","CAH22-01","Education and teaching","CAH22-01-01","Education",2720,2580,"2.2","5.1","2525","6.8","2.9","78.4","89","90.3","12","1910","39500","49000","60400"
201819,"Tax year","National","K02000001","United Kingdom","2016/2017","1 YAG","First-degree","Female","CAH02-04","Nursing and midwifery","CAH02-04-02","Adult nursing",8845,8800,"0.5","0.5","8750","1.4","2.2","79.3","95.5","96.4","17.1","6905","23000","25900","29600"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Female","CAH03-01","Biosciences","CAH03-01-08","Molecular biology, biophysics and biochemistry",1265,1230,"0.4","2.7","1225","4.4","3.9","64.8","85.3","91.7","26.9","785","25600","32800","40500"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Female","CAH02-04","Nursing and midwifery","CAH02-04-02","Adult nursing",4575,4530,"1.3","1","4470","2.4","2.8","66.7","93.7","94.9","28.1","2950","21200","26300","30300"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","First-degree","Female","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",5575,5480,"0.8","1.7","5440","7","6.4","80.5","85.9","86.6","6.1","4290","22700","32600","42800"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Male","CAH22-01","Education and teaching","CAH22-01-01","Education",2720,2600,"5.3","4.5","2460","10.2","2.7","80","86.4","87.1","7.1","1840","34700","45300","56600"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","First-degree","Male","CAH16-01","Law","CAH16-01-01","Law",4215,4100,"2","2.7","4020","9.2","4.9","80.9","85.4","85.9","5","3125","31000","46700","75900"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","First-degree","Male","CAH17-01","Business and management","CAH17-01-04","Management studies",3275,3155,"1.6","3.6","3105","10.8","5.8","80.6","83","83.4","2.8","2420","33300","51600","79400"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Male","CAH25-02","Performing arts","CAH25-02-03","Drama",1705,1675,"0.6","1.8","1665","4.4","7.4","81.3","86.5","88.3","7","1210","11700","16900","22300"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","First-degree","Female","CAH01-01","Medicine and dentistry","CAH01-01-02","Medicine (non-specific)",3335,3320,"0.6","0.5","3300","1","2.2","77.5","91.5","96.7","19.2","2540","34300","36100","38300"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Male","CAH17-01","Business and management","CAH17-01-02","Business studies",2770,2590,"10.3","6.5","2320","15","3.3","77.8","81.1","81.7","3.9","1690","39100","66800","105800"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-01","Education",7220,7045,"2.9","2.4","6835","6.4","3.1","79.6","89.7","90.5","10.9","5235","27000","38700","47400"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Male","CAH10-01","Engineering","CAH10-01-08","Electrical and electronic engineering",420,395,"11.4","5.5","350","15.3","4.9","75.9","78.4","79.7","3.8","250","33600","46400","68600"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Male","CAH25-01","Creative arts and design","CAH25-01-03","Design studies",4155,4015,"1.6","3.4","3955","9.3","5.1","83.4","85.2","85.6","2.2","3130","21900","32100","45300"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Female","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",13790,13415,"1.6","2.7","13200","5","3.4","84.7","90.9","91.6","6.9","10940","25600","33600","38300"
