Year,Subject group HECoS CAH1,Subject group HECoS CAH3,POLAR4 Quintile,Main scheme applicant,Main scheme application,Accepted applicants
2023,(CAH07) physical sciences,(CAH07-04-04) natural sciences (non-specific),Quintile 1,All,All,25
2024,(CAH07) physical sciences,(CAH07-04-04) natural sciences (non-specific),Quintile 1,All,All,40
2019,(CAH07) physical sciences,(CAH07-02-01) chemistry,Quintile 1,All,All,505
2020,(CAH07) physical sciences,(CAH07-02-01) chemistry,Quintile 1,All,All,470
2021,(CAH07) physical sciences,(CAH07-02-01) chemistry,Quintile 1,All,All,420
2022,(CAH07) physical sciences,(CAH07-02-01) chemistry,Quintile 1,All,All,435
2023,(CAH07) physical sciences,(CAH07-02-01) chemistry,Quintile 1,All,All,430
2024,(CAH07) physical sciences,(CAH07-02-01) chemistry,Quintile 1,All,All,490
2019,(CAH07) physical sciences,(CAH07-01-02) astronomy,Quintile 1,All,All,60
2020,(CAH07) physical sciences,(CAH07-01-02) astronomy,Quintile 1,All,All,60
2021,(CAH07) physical sciences,(CAH07-01-02) astronomy,Quintile 1,All,All,70
2022,(CAH07) physical sciences,(CAH07-01-02) astronomy,Quintile 1,All,All,85
2023,(CAH07) physical sciences,(CAH07-01-02) astronomy,Quintile 1,All,All,65
2024,(CAH07) physical sciences,(CAH07-01-02) astronomy,Quintile 1,All,All,90
2019,(CAH07) physical sciences,(CAH07-01-01) physics,Quintile 1,All,All,415
2020,(CAH07) physical sciences,(CAH07-01-01) physics,Quintile 1,All,All,390
2021,(CAH07) physical sciences,(CAH07-01-01) physics,Quintile 1,All,All,380
2022,(CAH07) physical sciences,(CAH07-01-01) physics,Quintile 1,All,All,355
2023,(CAH07) physical sciences,(CAH07-01-01) physics,Quintile 1,All,All,315
2024,(CAH07) physical sciences,(CAH07-01-01) physics,Quintile 1,All,All,390
2019,(CAH07) physical sciences,(CAH07-04-01) physical sciences (non-specific),Quintile 1,All,All,15
2020,(CAH07) physical sciences,(CAH07-04-01) physical sciences (non-specific),Quintile 1,All,All,5
2021,(CAH07) physical sciences,(CAH07-04-01) physical sciences (non-specific),Quintile 1,All,All,5
2022,(CAH07) physical sciences,(CAH07-04-01) physical sciences (non-specific),Quintile 1,All,All,10
2023,(CAH07) physical sciences,(CAH07-04-01) physical sciences (non-specific),Quintile 1,All,All,15
2024,(CAH07) physical sciences,(CAH07-04-01) physical sciences (non-specific),Quintile 1,All,All,10
2019,(CAH04) psychology,(CAH04-01-02) applied psychology,Quintile 1,All,All,385
2020,(CAH04) psychology,(CAH04-01-02) applied psychology,Quintile 1,All,All,410
2021,(CAH04) psychology,(CAH04-01-02) applied psychology,Quintile 1,All,All,405
2022,(CAH04) psychology,(CAH04-01-02) applied psychology,Quintile 1,All,All,395
2023,(CAH04) psychology,(CAH04-01-02) applied psychology,Quintile 1,All,All,400
2024,(CAH04) psychology,(CAH04-01-02) applied psychology,Quintile 1,All,All,440
2019,(CAH04) psychology,(CAH04-01-04) psychology and health,Quintile 1,All,All,40
2020,(CAH04) psychology,(CAH04-01-04) psychology and health,Quintile 1,All,All,40
2021,(CAH04) psychology,(CAH04-01-04) psychology and health,Quintile 1,All,All,50
2022,(CAH04) psychology,(CAH04-01-04) psychology and health,Quintile 1,All,All,45
2023,(CAH04) psychology,(CAH04-01-04) psychology and health,Quintile 1,All,All,30
2024,(CAH04) psychology,(CAH04-01-04) psychology and health,Quintile 1,All,All,45
2019,(CAH04) psychology,(CAH04-01-03) developmental psychology,Quintile 1,All,All,55
2020,(CAH04) psychology,(CAH04-01-03) developmental psychology,Quintile 1,All,All,60
2021,(CAH04) psychology,(CAH04-01-03) developmental psychology,Quintile 1,All,All,80
2022,(CAH04) psychology,(CAH04-01-03) developmental psychology,Quintile 1,All,All,70
2023,(CAH04) psychology,(CAH04-01-03) developmental psychology,Quintile 1,All,All,70
2024,(CAH04) psychology,(CAH04-01-03) developmental psychology,Quintile 1,All,All,80
2019,(CAH04) psychology,(CAH04-01-01) psychology (non-specific),Quintile 1,All,All,2750
2020,(CAH04) psychology,(CAH04-01-01) psychology (non-specific),Quintile 1,All,All,2870
2021,(CAH04) psychology,(CAH04-01-01) psychology (non-specific),Quintile 1,All,All,2915
2022,(CAH04) psychology,(CAH04-01-01) psychology (non-specific),Quintile 1,All,All,2910
2023,(CAH04) psychology,(CAH04-01-01) psychology (non-specific),Quintile 1,All,All,2885
2024,(CAH04) psychology,(CAH04-01-01) psychology (non-specific),Quintile 1,All,All,2710
2019,(CAH04) psychology,(CAH04-01-05) others in psychology,Quintile 1,All,All,55
2020,(CAH04) psychology,(CAH04-01-05) others in psychology,Quintile 1,All,All,65
2021,(CAH04) psychology,(CAH04-01-05) others in psychology,Quintile 1,All,All,50
2022,(CAH04) psychology,(CAH04-01-05) others in psychology,Quintile 1,All,All,45
2023,(CAH04) psychology,(CAH04-01-05) others in psychology,Quintile 1,All,All,40
2024,(CAH04) psychology,(CAH04-01-05) others in psychology,Quintile 1,All,All,40
2019,(CAH09) mathematical sciences,(CAH09-01-01) mathematics,Quintile 1,All,All,625
2020,(CAH09) mathematical sciences,(CAH09-01-01) mathematics,Quintile 1,All,All,645
2021,(CAH09) mathematical sciences,(CAH09-01-01) mathematics,Quintile 1,All,All,665
2022,(CAH09) mathematical sciences,(CAH09-01-01) mathematics,Quintile 1,All,All,615
2023,(CAH09) mathematical sciences,(CAH09-01-01) mathematics,Quintile 1,All,All,580
2024,(CAH09) mathematical sciences,(CAH09-01-01) mathematics,Quintile 1,All,All,645
2019,(CAH09) mathematical sciences,(CAH09-01-02) operational research,Quintile 1,All,All,5
2021,(CAH09) mathematical sciences,(CAH09-01-02) operational research,Quintile 1,All,All,5
2024,(CAH09) mathematical sciences,(CAH09-01-02) operational research,Quintile 1,All,All,5
2019,(CAH09) mathematical sciences,(CAH09-01-03) statistics,Quintile 1,All,All,15
2020,(CAH09) mathematical sciences,(CAH09-01-03) statistics,Quintile 1,All,All,10
2021,(CAH09) mathematical sciences,(CAH09-01-03) statistics,Quintile 1,All,All,20
2022,(CAH09) mathematical sciences,(CAH09-01-03) statistics,Quintile 1,All,All,15
2023,(CAH09) mathematical sciences,(CAH09-01-03) statistics,Quintile 1,All,All,20
2024,(CAH09) mathematical sciences,(CAH09-01-03) statistics,Quintile 1,All,All,20
2019,(CAH22) education and teaching,(CAH22-01-01) education,Quintile 1,All,All,1225
2020,(CAH22) education and teaching,(CAH22-01-01) education,Quintile 1,All,All,1200
2021,(CAH22) education and teaching,(CAH22-01-01) education,Quintile 1,All,All,1190
2022,(CAH22) education and teaching,(CAH22-01-01) education,Quintile 1,All,All,1165
2023,(CAH22) education and teaching,(CAH22-01-01) education,Quintile 1,All,All,995
2024,(CAH22) education and teaching,(CAH22-01-01) education,Quintile 1,All,All,1000
2019,(CAH22) education and teaching,(CAH22-01-02) teacher training,Quintile 1,All,All,1050
2020,(CAH22) education and teaching,(CAH22-01-02) teacher training,Quintile 1,All,All,1230
2021,(CAH22) education and teaching,(CAH22-01-02) teacher training,Quintile 1,All,All,1250
2022,(CAH22) education and teaching,(CAH22-01-02) teacher training,Quintile 1,All,All,1350
2023,(CAH22) education and teaching,(CAH22-01-02) teacher training,Quintile 1,All,All,1115
2024,(CAH22) education and teaching,(CAH22-01-02) teacher training,Quintile 1,All,All,1150
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-04) rural estate management,Quintile 1,All,All,15
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-04) rural estate management,Quintile 1,All,All,15
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-04) rural estate management,Quintile 1,All,All,20
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-04) rural estate management,Quintile 1,All,All,10
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-04) rural estate management,Quintile 1,All,All,5
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-04) rural estate management,Quintile 1,All,All,5
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-02) agricultural sciences,Quintile 1,All,All,5
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-02) agricultural sciences,Quintile 1,All,All,5
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-02) agricultural sciences,Quintile 1,All,All,5
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-02) agricultural sciences,Quintile 1,All,All,5
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-02) agricultural sciences,Quintile 1,All,All,5
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-02) agricultural sciences,Quintile 1,All,All,10
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-03) agriculture,Quintile 1,All,All,190
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-03) agriculture,Quintile 1,All,All,245
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-03) agriculture,Quintile 1,All,All,220
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-03) agriculture,Quintile 1,All,All,225
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-03) agriculture,Quintile 1,All,All,170
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-03) agriculture,Quintile 1,All,All,185
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-01) animal science,Quintile 1,All,All,430
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-01) animal science,Quintile 1,All,All,420
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-01) animal science,Quintile 1,All,All,390
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-01) animal science,Quintile 1,All,All,345
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-01) animal science,Quintile 1,All,All,320
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-01) animal science,Quintile 1,All,All,305
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-05) forestry and arboriculture,Quintile 1,All,All,10
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-05) forestry and arboriculture,Quintile 1,All,All,5
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-05) forestry and arboriculture,Quintile 1,All,All,10
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-05) forestry and arboriculture,Quintile 1,All,All,5
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-05) forestry and arboriculture,Quintile 1,All,All,5
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-05) forestry and arboriculture,Quintile 1,All,All,10
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-08) food and beverage production,Quintile 1,All,All,30
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-08) food and beverage production,Quintile 1,All,All,25
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-08) food and beverage production,Quintile 1,All,All,30
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-08) food and beverage production,Quintile 1,All,All,15
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-08) food and beverage production,Quintile 1,All,All,25
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-08) food and beverage production,Quintile 1,All,All,20
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-07) food sciences,Quintile 1,All,All,20
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-07) food sciences,Quintile 1,All,All,30
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-07) food sciences,Quintile 1,All,All,40
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-07) food sciences,Quintile 1,All,All,45
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-07) food sciences,Quintile 1,All,All,30
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-07) food sciences,Quintile 1,All,All,25
2019,"(CAH06) agriculture, food and related studies",(CAH06-01-06) food and beverage studies (non-specific),Quintile 1,All,All,10
2020,"(CAH06) agriculture, food and related studies",(CAH06-01-06) food and beverage studies (non-specific),Quintile 1,All,All,15
2021,"(CAH06) agriculture, food and related studies",(CAH06-01-06) food and beverage studies (non-specific),Quintile 1,All,All,15
2022,"(CAH06) agriculture, food and related studies",(CAH06-01-06) food and beverage studies (non-specific),Quintile 1,All,All,20
2023,"(CAH06) agriculture, food and related studies",(CAH06-01-06) food and beverage studies (non-specific),Quintile 1,All,All,5
2024,"(CAH06) agriculture, food and related studies",(CAH06-01-06) food and beverage studies (non-specific),Quintile 1,All,All,10
2019,(CAH16) law,(CAH16-01-01) law,Quintile 1,All,All,2945
2020,(CAH16) law,(CAH16-01-01) law,Quintile 1,All,All,3255
2021,(CAH16) law,(CAH16-01-01) law,Quintile 1,All,All,3365
2022,(CAH16) law,(CAH16-01-01) law,Quintile 1,All,All,3445
2023,(CAH16) law,(CAH16-01-01) law,Quintile 1,All,All,3370
2024,(CAH16) law,(CAH16-01-01) law,Quintile 1,All,All,3755
2019,(CAH05) veterinary sciences,(CAH05-01-01) veterinary medicine and dentistry,Quintile 1,All,All,70
2020,(CAH05) veterinary sciences,(CAH05-01-01) veterinary medicine and dentistry,Quintile 1,All,All,100
2021,(CAH05) veterinary sciences,(CAH05-01-01) veterinary medicine and dentistry,Quintile 1,All,All,115
2022,(CAH05) veterinary sciences,(CAH05-01-01) veterinary medicine and dentistry,Quintile 1,All,All,100
2023,(CAH05) veterinary sciences,(CAH05-01-01) veterinary medicine and dentistry,Quintile 1,All,All,115
2024,(CAH05) veterinary sciences,(CAH05-01-01) veterinary medicine and dentistry,Quintile 1,All,All,115
2019,(CAH05) veterinary sciences,(CAH05-01-02) others in veterinary sciences,Quintile 1,All,All,125
2020,(CAH05) veterinary sciences,(CAH05-01-02) others in veterinary sciences,Quintile 1,All,All,135
2021,(CAH05) veterinary sciences,(CAH05-01-02) others in veterinary sciences,Quintile 1,All,All,135
2022,(CAH05) veterinary sciences,(CAH05-01-02) others in veterinary sciences,Quintile 1,All,All,140
2023,(CAH05) veterinary sciences,(CAH05-01-02) others in veterinary sciences,Quintile 1,All,All,100
2024,(CAH05) veterinary sciences,(CAH05-01-02) others in veterinary sciences,Quintile 1,All,All,120
2019,"(CAH25) design, and creative and performing arts",(CAH25-01-03) design studies,Quintile 2,All,All,2640
2020,"(CAH25) design, and creative and performing arts",(CAH25-01-03) design studies,Quintile 2,All,All,2670
2021,"(CAH25) design, and creative and performing arts",(CAH25-01-03) design studies,Quintile 2,All,All,2520
2022,"(CAH25) design, and creative and performing arts",(CAH25-01-03) design studies,Quintile 2,All,All,2620
2023,"(CAH25) design, and creative and performing arts",(CAH25-01-03) design studies,Quintile 2,All,All,2490
2024,"(CAH25) design, and creative and performing arts",(CAH25-01-03) design studies,Quintile 2,All,All,2485
2019,"(CAH25) design, and creative and performing arts",(CAH25-02-02) music,Quintile 2,All,All,1465
2020,"(CAH25) design, and creative and performing arts",(CAH25-02-02) music,Quintile 2,All,All,1510
2021,"(CAH25) design, and creative and performing arts",(CAH25-02-02) music,Quintile 2,All,All,1445
2022,"(CAH25) design, and creative and performing arts",(CAH25-02-02) music,Quintile 2,All,All,1500
2023,"(CAH25) design, and creative and performing arts",(CAH25-02-02) music,Quintile 2,All,All,1420
2024,"(CAH25) design, and creative and performing arts",(CAH25-02-02) music,Quintile 2,All,All,1455
2019,"(CAH25) design, and creative and performing arts",(CAH25-01-04) cinematics and photography,Quintile 2,All,All,1615
2020,"(CAH25) design, and creative and performing arts",(CAH25-01-04) cinematics and photography,Quintile 2,All,All,1665
2021,"(CAH25) design, and creative and performing arts",(CAH25-01-04) cinematics and photography,Quintile 2,All,All,1540
2022,"(CAH25) design, and creative and performing arts",(CAH25-01-04) cinematics and photography,Quintile 2,All,All,1595
2023,"(CAH25) design, and creative and performing arts",(CAH25-01-04) cinematics and photography,Quintile 2,All,All,1565
