Year,Subject group HECoS CAH1,Subject group HECoS CAH3,IMD Aggregated,Accepted applicants
2024,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 1,130
2019,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,530
2020,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,500
2021,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,480
2022,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,480
2023,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,480
2024,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,485
2019,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,575
2020,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,540
2021,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,535
2022,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,520
2023,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,440
2024,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,415
2019,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,80
2020,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,85
2021,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,85
2022,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,65
2023,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,55
2024,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,55
2019,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,30
2020,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,25
2021,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,25
2022,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,25
2023,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,15
2024,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,15
2019,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,110
2020,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,95
2021,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,95
2022,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,80
2023,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,75
2024,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,70
2019,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,15
2020,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,15
2021,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,10
2022,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,10
2023,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,10
2024,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,10
2019,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,120
2020,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,120
2021,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,110
2022,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,95
2023,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,110
2024,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,100
2019,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,170
2020,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,175
2021,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,175
2022,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,195
2023,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,130
2024,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,135
2019,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,10
2020,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,15
2021,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,15
2022,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,5
2023,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,10
2024,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,10
2019,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,10
2020,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,5
2021,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,5
2022,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,5
2023,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,5
2024,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,5
2019,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,5
2020,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,5
2021,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,5
2022,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,5
2023,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,5
2024,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,5
2019,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 1,5
2022,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 1,5
2024,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 1,5
2019,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,20
2020,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,10
2021,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,10
2022,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,10
2023,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,10
2024,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,10
2019,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,140
2020,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,135
2021,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,145
2022,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,145
2023,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,105
2024,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,95
2019,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,30
2020,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,25
2021,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,20
2022,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,15
2023,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,20
2024,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,20
2019,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,1145
2020,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,1125
2021,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,1100
2022,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,1050
2023,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,1025
2024,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,1030
2019,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,35
2020,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,40
2021,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,25
2022,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,35
2023,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,25
2024,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,30
2019,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,10
2020,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,10
2021,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,10
2022,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,15
2023,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,10
2024,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,10
2019,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,440
2020,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,435
2021,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,400
2022,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,415
2023,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,420
2024,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,430
2019,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,30
2020,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,20
2021,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,20
2022,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,15
2023,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,15
2024,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,10
2019,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,50
2020,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,40
2021,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,50
2022,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,50
2023,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,50
2024,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,45
2019,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,55
2020,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,45
2021,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,35
2022,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,45
2023,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,45
2024,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,45
2019,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,105
2020,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,120
2021,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,175
2022,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,105
2023,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,55
2024,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,60
2019,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,75
2020,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,85
2021,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,80
2022,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,120
2023,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,110
2024,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,115
2019,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,935
2020,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,1045
2021,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,1025
2022,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,1145
2023,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,1155
2024,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,1200
2019,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 1,2715
2020,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 1,2835
2021,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 1,3325
2022,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 1,4330
2023,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 1,6195
2024,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 1,6155
2019,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 1,3230
2020,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 1,3525
2021,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 1,3355
2022,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 1,4140
2023,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 1,5100
2024,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 1,5375
2019,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 1,1480
2020,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 1,1260
2021,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 1,1825
2022,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 1,2525
2023,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 1,1755
2024,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 1,1680
